"Partido","Numero Lista","Nombre Lista","Distrito","Cargo","Nombre","Posicion"
"ALIANZA FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES","504","1A - RENOVAR Y FORTALECER EL FRENTE","TUCUMAN","DIPUTADO NACIONAL TITULAR","ROBLEDO, WALTER DANIEL","5"
"ALIANZA FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES","504","1A - RENOVAR Y FORTALECER EL FRENTE","TUCUMAN","DIPUTADO NACIONAL SUPLENTE","DELGADO, JULIO CESAR","1"
"ALIANZA FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES","504","1A - RENOVAR Y FORTALECER EL FRENTE","TUCUMAN","DIPUTADO NACIONAL SUPLENTE","MONZON, JESSICA DEL CARMEN","2"
"ALIANZA FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES","504","1A - RENOVAR Y FORTALECER EL FRENTE","TUCUMAN","DIPUTADO NACIONAL SUPLENTE","ARCE, JORGE RAFAEL","3"
"ALIANZA FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES","504","1A - RENOVAR Y FORTALECER EL FRENTE","TUCUMAN","PARLAMENTARIO MERCOSUR DISTRITO REGIONAL TITULAR","CLEMENTE TORRES, FEDERICO GERMAN","1"
"ALIANZA FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES","504","1A - RENOVAR Y FORTALECER EL FRENTE","TUCUMAN","PARLAMENTARIO MERCOSUR DISTRITO REGIONAL SUPLENTE","JATIB, SOFIA NAHIR","1"
"ALIANZA FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES","504","1A - RENOVAR Y FORTALECER EL FRENTE","TUCUMAN","PARLAMENTARIO MERCOSUR DISTRITO REGIONAL SUPLENTE","CORTEZ, SAMUEL NICOLAS","2"
"ALIANZA FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES","504","1A - RENOVAR Y FORTALECER EL FRENTE","TUCUMAN","SENADOR NACIONAL TITULAR","VELIZ, JUAN LUIS","1"
"ALIANZA FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES","504","1A - RENOVAR Y FORTALECER EL FRENTE","TUCUMAN","SENADOR NACIONAL TITULAR","TURBAY, SILVIA INES","2"
"ALIANZA FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES","504","1A - RENOVAR Y FORTALECER EL FRENTE","TUCUMAN","SENADOR NACIONAL SUPLENTE","CAMPERO, HECTOR GERARDO","1"
"ALIANZA FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES","504","1A - RENOVAR Y FORTALECER EL FRENTE","TUCUMAN","SENADOR NACIONAL SUPLENTE","ZELAYA, DANIELA FERNANDA","2"
"ALIANZA FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES","504","2U - UNIDAD","TUCUMAN","DIPUTADO NACIONAL TITULAR","CORREA TEJERIZO, JOSE MARTIN","1"
"ALIANZA FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES","504","2U - UNIDAD","TUCUMAN","DIPUTADO NACIONAL TITULAR","DEL CASTILLO, ALEJANDRA CAROLINA","2"
"ALIANZA FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES","504","2U - UNIDAD","TUCUMAN","DIPUTADO NACIONAL TITULAR","ARQUEZ, GUSTAVO HORACIO","3"
"ALIANZA FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES","504","2U - UNIDAD","TUCUMAN","DIPUTADO NACIONAL TITULAR","SOSA, CECILIA NOELIA","4"
"ALIANZA FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES","504","2U - UNIDAD","TUCUMAN","DIPUTADO NACIONAL TITULAR","FIGUEROA ALVAREZ, JORGE ALBERTO","5"
"ALIANZA FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES","504","2U - UNIDAD","TUCUMAN","DIPUTADO NACIONAL SUPLENTE","COSTILLA, MARIA FLORENCIA","1"
"ALIANZA FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES","504","2U - UNIDAD","TUCUMAN","DIPUTADO NACIONAL SUPLENTE","CORBELLA, MARIA FLORENCIA","2"
"ALIANZA FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES","504","2U - UNIDAD","TUCUMAN","DIPUTADO NACIONAL SUPLENTE","APAZA, LUIS EDUARDO","3"
"ALIANZA FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES","504","2U - UNIDAD","TUCUMAN","PARLAMENTARIO MERCOSUR DISTRITO REGIONAL TITULAR","RIVADENEIRA BLAS, GABRIEL","1"
"ALIANZA FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES","504","2U - UNIDAD","TUCUMAN","PARLAMENTARIO MERCOSUR DISTRITO REGIONAL SUPLENTE","ESCALANTE, JUAN MANUEL","1"
"ALIANZA FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES","504","2U - UNIDAD","TUCUMAN","PARLAMENTARIO MERCOSUR DISTRITO REGIONAL SUPLENTE","ADRIS, SILVINA INES","2"
"ALIANZA FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES","504","2U - UNIDAD","TUCUMAN","SENADOR NACIONAL TITULAR","OSATINSKY, ARIEL","1"
"ALIANZA FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES","504","2U - UNIDAD","TUCUMAN","SENADOR NACIONAL TITULAR","AGUILAR, MERCEDES DEL VALLE","2"
"ALIANZA FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES","504","2U - UNIDAD","TUCUMAN","SENADOR NACIONAL SUPLENTE","RIGAZZIO, JUAN MIGUEL","1"
"ALIANZA FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES","504","2U - UNIDAD","TUCUMAN","SENADOR NACIONAL SUPLENTE","GIMENEZ, EVA DEL VALLE","2"
"MOVIMIENTO INDEPENDIENTE JUSTICIA Y DIGNIDAD","60","COMPROMISO JUSTICIA Y DIGNIDAD","TUCUMAN","DIPUTADO NACIONAL TITULAR","COSTANZO, JOSE RODOLFO","1"
"MOVIMIENTO INDEPENDIENTE JUSTICIA Y DIGNIDAD","60","COMPROMISO JUSTICIA Y DIGNIDAD","TUCUMAN","DIPUTADO NACIONAL TITULAR","BULACIO, JOSE JAVIER","2"
"MOVIMIENTO INDEPENDIENTE JUSTICIA Y DIGNIDAD","60","COMPROMISO JUSTICIA Y DIGNIDAD","TUCUMAN","DIPUTADO NACIONAL TITULAR","GRAMAJO, DANIEL ALBERTO","3"
"MOVIMIENTO INDEPENDIENTE JUSTICIA Y DIGNIDAD","60","COMPROMISO JUSTICIA Y DIGNIDAD","TUCUMAN","DIPUTADO NACIONAL TITULAR","GUTIERREZ, JUAN RENE","4"
"MOVIMIENTO INDEPENDIENTE JUSTICIA Y DIGNIDAD","60","COMPROMISO JUSTICIA Y DIGNIDAD","TUCUMAN","DIPUTADO NACIONAL TITULAR","RUIZ, ALICIA ESTER","5"
"MOVIMIENTO INDEPENDIENTE JUSTICIA Y DIGNIDAD","60","COMPROMISO JUSTICIA Y DIGNIDAD","TUCUMAN","DIPUTADO NACIONAL SUPLENTE","VARELA, MONICA GISEL","1"
"MOVIMIENTO INDEPENDIENTE JUSTICIA Y DIGNIDAD","60","COMPROMISO JUSTICIA Y DIGNIDAD","TUCUMAN","DIPUTADO NACIONAL SUPLENTE","AGUIRRE, LILIANA ISABEL","2"
"MOVIMIENTO INDEPENDIENTE JUSTICIA Y DIGNIDAD","60","COMPROMISO JUSTICIA Y DIGNIDAD","TUCUMAN","DIPUTADO NACIONAL SUPLENTE","CAJAL, ADRIANA DEL CARMEN","3"
"MOVIMIENTO INDEPENDIENTE JUSTICIA Y DIGNIDAD","60","COMPROMISO JUSTICIA Y DIGNIDAD","TUCUMAN","PARLAMENTARIO MERCOSUR DISTRITO REGIONAL TITULAR","BULACIO, JOSE JAVIER","1"
"MOVIMIENTO INDEPENDIENTE JUSTICIA Y DIGNIDAD","60","COMPROMISO JUSTICIA Y DIGNIDAD","TUCUMAN","PARLAMENTARIO MERCOSUR DISTRITO REGIONAL SUPLENTE","ADLE, JOSE MARIA","1"
"MOVIMIENTO INDEPENDIENTE JUSTICIA Y DIGNIDAD","60","COMPROMISO JUSTICIA Y DIGNIDAD","TUCUMAN","PARLAMENTARIO MERCOSUR DISTRITO REGIONAL SUPLENTE","CHAZARRETA, WALTER ANGEL","2"
"MOVIMIENTO INDEPENDIENTE JUSTICIA Y DIGNIDAD","60","COMPROMISO JUSTICIA Y DIGNIDAD","TUCUMAN","SENADOR NACIONAL TITULAR","JEREZ, ESTEBAN EDUARDO","1"
"MOVIMIENTO INDEPENDIENTE JUSTICIA Y DIGNIDAD","60","COMPROMISO JUSTICIA Y DIGNIDAD","TUCUMAN","SENADOR NACIONAL TITULAR","SOSA, MARCELA ALEJANDRA","2"
"MOVIMIENTO INDEPENDIENTE JUSTICIA Y DIGNIDAD","60","COMPROMISO JUSTICIA Y DIGNIDAD","TUCUMAN","SENADOR NACIONAL SUPLENTE","SEDAN, PAOLA","1"
"MOVIMIENTO INDEPENDIENTE JUSTICIA Y DIGNIDAD","60","COMPROMISO JUSTICIA Y DIGNIDAD","TUCUMAN","SENADOR NACIONAL SUPLENTE","LOPEZ, MARIANA SOLEDAD","2"
