"Partido","Numero Lista","Nombre Lista","Distrito","Cargo","Nombre","Posicion"
"TODOS POR BUENOS AIRES","298","DIGNIDAD","BUENOS AIRES","DIPUTADO NACIONAL TITULAR","BARRIENTOS, JESICA ELIZABETH","23"
"TODOS POR BUENOS AIRES","298","DIGNIDAD","BUENOS AIRES","DIPUTADO NACIONAL TITULAR","ARIAS, NESTOR OSVALDO","24"
"TODOS POR BUENOS AIRES","298","DIGNIDAD","BUENOS AIRES","DIPUTADO NACIONAL TITULAR","RAMIREZ, SUSANA SILVIA","25"
"TODOS POR BUENOS AIRES","298","DIGNIDAD","BUENOS AIRES","DIPUTADO NACIONAL TITULAR","VALENZUELA, CARLOS ALBERTO","26"
"TODOS POR BUENOS AIRES","298","DIGNIDAD","BUENOS AIRES","DIPUTADO NACIONAL TITULAR","SALVATIERRA, NATALIA ANAHI","27"
"TODOS POR BUENOS AIRES","298","DIGNIDAD","BUENOS AIRES","DIPUTADO NACIONAL TITULAR","MEDINA, JUAN ALBERTO","28"
"TODOS POR BUENOS AIRES","298","DIGNIDAD","BUENOS AIRES","DIPUTADO NACIONAL TITULAR","BAZAN, MARIA SOLEDAD","29"
"TODOS POR BUENOS AIRES","298","DIGNIDAD","BUENOS AIRES","DIPUTADO NACIONAL TITULAR","PEREZ, MARCELO ALBERTO","30"
"TODOS POR BUENOS AIRES","298","DIGNIDAD","BUENOS AIRES","DIPUTADO NACIONAL TITULAR","BAZAN, JESICA ALEJANDRA","31"
"TODOS POR BUENOS AIRES","298","DIGNIDAD","BUENOS AIRES","DIPUTADO NACIONAL TITULAR","CUOMO, JOSE LUIS","32"
"TODOS POR BUENOS AIRES","298","DIGNIDAD","BUENOS AIRES","DIPUTADO NACIONAL TITULAR","BUSATTO, VERONICA ALEJANDRA","33"
"TODOS POR BUENOS AIRES","298","DIGNIDAD","BUENOS AIRES","DIPUTADO NACIONAL TITULAR","BARRIENTOS, JULIO GASTON","34"
"TODOS POR BUENOS AIRES","298","DIGNIDAD","BUENOS AIRES","DIPUTADO NACIONAL TITULAR","FLEYTA, CARMEN TERESA","35"
"TODOS POR BUENOS AIRES","298","DIGNIDAD","BUENOS AIRES","DIPUTADO NACIONAL SUPLENTE","GONZALEZ, HUGO ROSA","1"
"TODOS POR BUENOS AIRES","298","DIGNIDAD","BUENOS AIRES","DIPUTADO NACIONAL SUPLENTE","FLEITAS, NANCY","2"
"TODOS POR BUENOS AIRES","298","DIGNIDAD","BUENOS AIRES","DIPUTADO NACIONAL SUPLENTE","NIZ, MARCELO ANIBAL","3"
"TODOS POR BUENOS AIRES","298","DIGNIDAD","BUENOS AIRES","DIPUTADO NACIONAL SUPLENTE","RAMIREZ, EDUARDO","4"
"TODOS POR BUENOS AIRES","298","DIGNIDAD","BUENOS AIRES","DIPUTADO NACIONAL SUPLENTE","RIOS, HERMINIA OLGA","5"
"TODOS POR BUENOS AIRES","298","DIGNIDAD","BUENOS AIRES","DIPUTADO NACIONAL SUPLENTE","CUERVO, DIANA MARTHA","6"
"TODOS POR BUENOS AIRES","298","DIGNIDAD","BUENOS AIRES","DIPUTADO NACIONAL SUPLENTE","CASTELLANOS, CRISTIAN MARTIN","7"
"TODOS POR BUENOS AIRES","298","DIGNIDAD","BUENOS AIRES","DIPUTADO NACIONAL SUPLENTE","MULLER, NOELIA CRISTINA","8"
"TODOS POR BUENOS AIRES","298","DIGNIDAD","BUENOS AIRES","DIPUTADO NACIONAL SUPLENTE","MOYA LOPEZ, EBER EDGAR","9"
"TODOS POR BUENOS AIRES","298","DIGNIDAD","BUENOS AIRES","DIPUTADO NACIONAL SUPLENTE","CARRIZO, LUCA HUGO DAVID","10"
"TODOS POR BUENOS AIRES","298","DIGNIDAD","BUENOS AIRES","PARLAMENTARIO MERCOSUR DISTRITO REGIONAL TITULAR","ETCHENUN, ADOLFO SILVIO","1"
"TODOS POR BUENOS AIRES","298","DIGNIDAD","BUENOS AIRES","PARLAMENTARIO MERCOSUR DISTRITO REGIONAL SUPLENTE","MAZO, NORA ESTELA","1"
"TODOS POR BUENOS AIRES","298","DIGNIDAD","BUENOS AIRES","PARLAMENTARIO MERCOSUR DISTRITO REGIONAL SUPLENTE","VALENZUELA, PABLO ESTEBAN","2"
"PATRIA GRANDE","301","PARA LA LIBERACION","BUENOS AIRES","DIPUTADO NACIONAL TITULAR","AVELLA, SEBASTIAN EDGARDO","1"
"PATRIA GRANDE","301","PARA LA LIBERACION","BUENOS AIRES","DIPUTADO NACIONAL TITULAR","DE LA TORRE, MARIA SOL","2"
"PATRIA GRANDE","301","PARA LA LIBERACION","BUENOS AIRES","DIPUTADO NACIONAL TITULAR","RODRIGUEZ, MARIA JAZMIN","3"
"PATRIA GRANDE","301","PARA LA LIBERACION","BUENOS AIRES","DIPUTADO NACIONAL TITULAR","FORIO, PABLO LEONEL","4"
"PATRIA GRANDE","301","PARA LA LIBERACION","BUENOS AIRES","DIPUTADO NACIONAL TITULAR","ESTEVEZ, DARIO MARTIN","5"
"PATRIA GRANDE","301","PARA LA LIBERACION","BUENOS AIRES","DIPUTADO NACIONAL TITULAR","MUÑOZ, LAURA","6"
"PATRIA GRANDE","301","PARA LA LIBERACION","BUENOS AIRES","DIPUTADO NACIONAL TITULAR","ANTONELLI, ROMINA ANAHI","7"
"PATRIA GRANDE","301","PARA LA LIBERACION","BUENOS AIRES","DIPUTADO NACIONAL TITULAR","FAVRE, MARCELO EDUARDO","8"
"PATRIA GRANDE","301","PARA LA LIBERACION","BUENOS AIRES","DIPUTADO NACIONAL TITULAR","BRINGAS, VICTORIA MARCELA","9"
"PATRIA GRANDE","301","PARA LA LIBERACION","BUENOS AIRES","DIPUTADO NACIONAL TITULAR","MATSCHKE, MARIA BELEN","10"
"PATRIA GRANDE","301","PARA LA LIBERACION","BUENOS AIRES","DIPUTADO NACIONAL TITULAR","GUAITA FRANCESCONI, GERMAN","11"
"PATRIA GRANDE","301","PARA LA LIBERACION","BUENOS AIRES","DIPUTADO NACIONAL TITULAR","LEIVAS, MARIA JOREGELINA","12"
"PATRIA GRANDE","301","PARA LA LIBERACION","BUENOS AIRES","DIPUTADO NACIONAL TITULAR","BLASINA, DANIEL ALBERTO","13"
"PATRIA GRANDE","301","PARA LA LIBERACION","BUENOS AIRES","DIPUTADO NACIONAL TITULAR","ZANFARDINI, LUCIA","14"
"PATRIA GRANDE","301","PARA LA LIBERACION","BUENOS AIRES","DIPUTADO NACIONAL TITULAR","LOSADA, JUAN MANUEL","15"
"PATRIA GRANDE","301","PARA LA LIBERACION","BUENOS AIRES","DIPUTADO NACIONAL TITULAR","LARREGAIN, PEDRO FRANCISCO","16"
"PATRIA GRANDE","301","PARA LA LIBERACION","BUENOS AIRES","DIPUTADO NACIONAL TITULAR","LIAUDAT, MARIA DOLORES","17"
"PATRIA GRANDE","301","PARA LA LIBERACION","BUENOS AIRES","DIPUTADO NACIONAL TITULAR","SAGE, FEDERICO","18"
"PATRIA GRANDE","301","PARA LA LIBERACION","BUENOS AIRES","DIPUTADO NACIONAL TITULAR","MENDIZABAL, CARLOS MANUEL","19"
"PATRIA GRANDE","301","PARA LA LIBERACION","BUENOS AIRES","DIPUTADO NACIONAL TITULAR","LORENZO, LUCIA AYELEN","20"
"PATRIA GRANDE","301","PARA LA LIBERACION","BUENOS AIRES","DIPUTADO NACIONAL TITULAR","FALAGAN, MARIA FLORENCIA","21"
"PATRIA GRANDE","301","PARA LA LIBERACION","BUENOS AIRES","DIPUTADO NACIONAL TITULAR","GELSO, IGNACIO","22"
"PATRIA GRANDE","301","PARA LA LIBERACION","BUENOS AIRES","DIPUTADO NACIONAL TITULAR","CITTADINO, MARTIN","23"
"PATRIA GRANDE","301","PARA LA LIBERACION","BUENOS AIRES","DIPUTADO NACIONAL TITULAR","RASQUELA, MARTA DELIA","24"
"PATRIA GRANDE","301","PARA LA LIBERACION","BUENOS AIRES","DIPUTADO NACIONAL TITULAR","STRANO, MATIAS SEBASTIAN","25"
"PATRIA GRANDE","301","PARA LA LIBERACION","BUENOS AIRES","DIPUTADO NACIONAL TITULAR","FERNANDEZ, MARISOL","26"
"PATRIA GRANDE","301","PARA LA LIBERACION","BUENOS AIRES","DIPUTADO NACIONAL TITULAR","MONTES, VICTORIA","27"
"PATRIA GRANDE","301","PARA LA LIBERACION","BUENOS AIRES","DIPUTADO NACIONAL TITULAR","DOMES, JOSE LUIS","28"
"PATRIA GRANDE","301","PARA LA LIBERACION","BUENOS AIRES","DIPUTADO NACIONAL TITULAR","RAMIREZ, PAULA","29"
"PATRIA GRANDE","301","PARA LA LIBERACION","BUENOS AIRES","DIPUTADO NACIONAL TITULAR","MOISANO, JUAN PEDRO","30"
"PATRIA GRANDE","301","PARA LA LIBERACION","BUENOS AIRES","DIPUTADO NACIONAL TITULAR","FRANCHELLA, AGUSTIN JOSE","31"
"PATRIA GRANDE","301","PARA LA LIBERACION","BUENOS AIRES","DIPUTADO NACIONAL TITULAR","BALBUENA, LUCIANA","32"
"PATRIA GRANDE","301","PARA LA LIBERACION","BUENOS AIRES","DIPUTADO NACIONAL TITULAR","BASAURE, JOSE GONZALO","33"
"PATRIA GRANDE","301","PARA LA LIBERACION","BUENOS AIRES","DIPUTADO NACIONAL TITULAR","CACERES, SANTIAGO LEANDRO","34"
"PATRIA GRANDE","301","PARA LA LIBERACION","BUENOS AIRES","DIPUTADO NACIONAL TITULAR","GARCIA GALLARDO, MARIA CECILIA","35"
"PATRIA GRANDE","301","PARA LA LIBERACION","BUENOS AIRES","DIPUTADO NACIONAL SUPLENTE","BURUNOV, NATALIA","1"
"PATRIA GRANDE","301","PARA LA LIBERACION","BUENOS AIRES","DIPUTADO NACIONAL SUPLENTE","MURUA, SEBASTIAN NICOLAS","2"
"PATRIA GRANDE","301","PARA LA LIBERACION","BUENOS AIRES","DIPUTADO NACIONAL SUPLENTE","MATURANA, TOBIAS","3"
"PATRIA GRANDE","301","PARA LA LIBERACION","BUENOS AIRES","DIPUTADO NACIONAL SUPLENTE","LASTRA, MARIA ALEJANDRA","4"
"PATRIA GRANDE","301","PARA LA LIBERACION","BUENOS AIRES","DIPUTADO NACIONAL SUPLENTE","PEREYRA, CARLOS JAVIER","5"
"PATRIA GRANDE","301","PARA LA LIBERACION","BUENOS AIRES","DIPUTADO NACIONAL SUPLENTE","RAMOS ARTUSO, FACUNDO ANTONIO","6"
"PATRIA GRANDE","301","PARA LA LIBERACION","BUENOS AIRES","DIPUTADO NACIONAL SUPLENTE","ROCA PAMICH, MARIA BELEN","7"
"PATRIA GRANDE","301","PARA LA LIBERACION","BUENOS AIRES","DIPUTADO NACIONAL SUPLENTE","LIAUDAT, SANTIAGO","8"
"PATRIA GRANDE","301","PARA LA LIBERACION","BUENOS AIRES","DIPUTADO NACIONAL SUPLENTE","ACOSTA TOLA, ROSARIO AYELEN","9"
"PATRIA GRANDE","301","PARA LA LIBERACION","BUENOS AIRES","DIPUTADO NACIONAL SUPLENTE","VERTIZ, FRANCISCO","10"
"PATRIA GRANDE","301","PARA LA LIBERACION","BUENOS AIRES","PARLAMENTARIO MERCOSUR DISTRITO REGIONAL TITULAR","MARTINEZ, MANUEL DOMINGO","1"
"PATRIA GRANDE","301","PARA LA LIBERACION","BUENOS AIRES","PARLAMENTARIO MERCOSUR DISTRITO REGIONAL SUPLENTE","ARMUA, GONZALO DANIEL","1"
"PATRIA GRANDE","301","PARA LA LIBERACION","BUENOS AIRES","PARLAMENTARIO MERCOSUR DISTRITO REGIONAL SUPLENTE","SEITZ, NORA LILIANA","2"
"BANDERA VECINAL","302","PARDA","BUENOS AIRES","DIPUTADO NACIONAL TITULAR","BARIANI, LEONARDO RENATO RAMON","1"
"BANDERA VECINAL","302","PARDA","BUENOS AIRES","DIPUTADO NACIONAL TITULAR","LERRAR, PABLO ALEJANDRO","2"
"BANDERA VECINAL","302","PARDA","BUENOS AIRES","DIPUTADO NACIONAL TITULAR","GRAZIANO, ANA MARIA","3"
"BANDERA VECINAL","302","PARDA","BUENOS AIRES","DIPUTADO NACIONAL TITULAR","DOMINGUEZ, CLAUDIO","4"
"BANDERA VECINAL","302","PARDA","BUENOS AIRES","DIPUTADO NACIONAL TITULAR","GEREZ, LUCIANO","5"
"BANDERA VECINAL","302","PARDA","BUENOS AIRES","DIPUTADO NACIONAL TITULAR","BOSTJANCIC, SILVIA IRENE","6"
"BANDERA VECINAL","302","PARDA","BUENOS AIRES","DIPUTADO NACIONAL TITULAR","ORTIZ, DANIEL MARCELO","7"
"BANDERA VECINAL","302","PARDA","BUENOS AIRES","DIPUTADO NACIONAL TITULAR","CONDE, DANIEL ALBERTO","8"
"BANDERA VECINAL","302","PARDA","BUENOS AIRES","DIPUTADO NACIONAL TITULAR","LAMANNA, LILIANA NOEMI","9"
"BANDERA VECINAL","302","PARDA","BUENOS AIRES","DIPUTADO NACIONAL TITULAR","INVERNOZ, JUAN CARLOS","10"
"BANDERA VECINAL","302","PARDA","BUENOS AIRES","DIPUTADO NACIONAL TITULAR","PAIZ, FRANCISCO ANDRES","11"
"BANDERA VECINAL","302","PARDA","BUENOS AIRES","DIPUTADO NACIONAL TITULAR","PASSARELLI, NATALIA EDITH","12"
"BANDERA VECINAL","302","PARDA","BUENOS AIRES","DIPUTADO NACIONAL TITULAR","MACRI, CARLOS ALBERTO","13"
"BANDERA VECINAL","302","PARDA","BUENOS AIRES","DIPUTADO NACIONAL TITULAR","MÜLLER, LUIS ALEJANDRO","14"
"BANDERA VECINAL","302","PARDA","BUENOS AIRES","DIPUTADO NACIONAL TITULAR","PEREZ, SANDRA ROSANA","15"
"BANDERA VECINAL","302","PARDA","BUENOS AIRES","DIPUTADO NACIONAL TITULAR","TRANCAMILLA, CARLOS FELIX","16"
"BANDERA VECINAL","302","PARDA","BUENOS AIRES","DIPUTADO NACIONAL TITULAR","LOMBARDO, ELIO ORLANDO","17"
"BANDERA VECINAL","302","PARDA","BUENOS AIRES","DIPUTADO NACIONAL TITULAR","TATO, ALICIA SUSANA","18"
"BANDERA VECINAL","302","PARDA","BUENOS AIRES","DIPUTADO NACIONAL TITULAR","VERENUCCI, ROMAN JESUS","19"
"BANDERA VECINAL","302","PARDA","BUENOS AIRES","DIPUTADO NACIONAL TITULAR","SORIA, MAURICIO ABEL","20"
"BANDERA VECINAL","302","PARDA","BUENOS AIRES","DIPUTADO NACIONAL TITULAR","SANSOGNE, DANIELA SOLEDAD","21"
"BANDERA VECINAL","302","PARDA","BUENOS AIRES","DIPUTADO NACIONAL TITULAR","BUSTAMANTE, SEBASTIAN JORGE SALVADOR","22"
"BANDERA VECINAL","302","PARDA","BUENOS AIRES","DIPUTADO NACIONAL TITULAR","VALENTINI, MARTIN RODOLFO","23"
"BANDERA VECINAL","302","PARDA","BUENOS AIRES","DIPUTADO NACIONAL TITULAR","ACOSTA, VERONICA IRENE","24"
"BANDERA VECINAL","302","PARDA","BUENOS AIRES","DIPUTADO NACIONAL TITULAR","JORGE AGUIAR, DIEGO GABRIEL","25"
"BANDERA VECINAL","302","PARDA","BUENOS AIRES","DIPUTADO NACIONAL TITULAR","VEGA, VICTOR ARMANDO","26"
"BANDERA VECINAL","302","PARDA","BUENOS AIRES","DIPUTADO NACIONAL TITULAR","WINKLER, ERICA YISELA","27"
"BANDERA VECINAL","302","PARDA","BUENOS AIRES","DIPUTADO NACIONAL TITULAR","RIOS, EMILIANO ALEJANDRO","28"
"BANDERA VECINAL","302","PARDA","BUENOS AIRES","DIPUTADO NACIONAL TITULAR","NUÑEZ, FERNANDO RAFAEL","29"
"BANDERA VECINAL","302","PARDA","BUENOS AIRES","DIPUTADO NACIONAL TITULAR","ZAMPOLINI, GABRIELA EMMA","30"
"BANDERA VECINAL","302","PARDA","BUENOS AIRES","DIPUTADO NACIONAL TITULAR","RUPPEL, JUAN PABLO","31"
"BANDERA VECINAL","302","PARDA","BUENOS AIRES","DIPUTADO NACIONAL TITULAR","PAEZ, WALTER HORACIO","32"
"BANDERA VECINAL","302","PARDA","BUENOS AIRES","DIPUTADO NACIONAL TITULAR","FERNANDEZ, MIRTA BEATRIZ","33"
"BANDERA VECINAL","302","PARDA","BUENOS AIRES","DIPUTADO NACIONAL TITULAR","DELELLIS, IVAN ALBERTO","34"
"BANDERA VECINAL","302","PARDA","BUENOS AIRES","DIPUTADO NACIONAL TITULAR","ANGEL, DANTE ENRIQUE","35"
"BANDERA VECINAL","302","PARDA","BUENOS AIRES","DIPUTADO NACIONAL SUPLENTE","ESQUIVEL, GLADYS AMANDA","1"
"BANDERA VECINAL","302","PARDA","BUENOS AIRES","DIPUTADO NACIONAL SUPLENTE","VASCHETTI, GUSTAVO ADRIAN","2"
"BANDERA VECINAL","302","PARDA","BUENOS AIRES","DIPUTADO NACIONAL SUPLENTE","RODRIGUEZ, JULIO CESAR","3"
"BANDERA VECINAL","302","PARDA","BUENOS AIRES","DIPUTADO NACIONAL SUPLENTE","BARIANI, KARIN BEATRIZ","4"
"BANDERA VECINAL","302","PARDA","BUENOS AIRES","DIPUTADO NACIONAL SUPLENTE","D´ANDRES, NESTOR GUILLERMO","5"
"BANDERA VECINAL","302","PARDA","BUENOS AIRES","DIPUTADO NACIONAL SUPLENTE","MINI, GUILLERMO ANDRES","6"
"BANDERA VECINAL","302","PARDA","BUENOS AIRES","DIPUTADO NACIONAL SUPLENTE","LERRAR, ANDREA FLORENCIA","7"
"BANDERA VECINAL","302","PARDA","BUENOS AIRES","DIPUTADO NACIONAL SUPLENTE","ARAUJO, EUGENIO HERMENEGILDO","8"
"BANDERA VECINAL","302","PARDA","BUENOS AIRES","DIPUTADO NACIONAL SUPLENTE","PERALTA, CESAR DANIEL","9"
"BANDERA VECINAL","302","PARDA","BUENOS AIRES","DIPUTADO NACIONAL SUPLENTE","BUSTAMANTE, MARCIA SOLEDAD","10"
"BANDERA VECINAL","302","PARDA","BUENOS AIRES","PARLAMENTARIO MERCOSUR DISTRITO REGIONAL TITULAR","CORIA, DARIO HUMBERTO","1"
"BANDERA VECINAL","302","PARDA","BUENOS AIRES","PARLAMENTARIO MERCOSUR DISTRITO REGIONAL SUPLENTE","MONTESINO DIAZ, ROSA JUANA","1"
"BANDERA VECINAL","302","PARDA","BUENOS AIRES","PARLAMENTARIO MERCOSUR DISTRITO REGIONAL SUPLENTE","DISCALA, MARCELO","2"
"MOVIMIENTO SOCIALISTA DE LOS TRABAJADORES","38","UNIDAD","BUENOS AIRES","DIPUTADO NACIONAL TITULAR","PACAGNINI, GUILLERMO ENRIQUE","1"
"MOVIMIENTO SOCIALISTA DE LOS TRABAJADORES","38","UNIDAD","BUENOS AIRES","DIPUTADO NACIONAL TITULAR","VIGNOLI, ESTHER","2"
"MOVIMIENTO SOCIALISTA DE LOS TRABAJADORES","38","UNIDAD","BUENOS AIRES","DIPUTADO NACIONAL TITULAR","GUANCIAROSSA, CARLOS ALBERTO","3"
"MOVIMIENTO SOCIALISTA DE LOS TRABAJADORES","38","UNIDAD","BUENOS AIRES","DIPUTADO NACIONAL TITULAR","MORALES, CLEMIRA ROSA","4"
"MOVIMIENTO SOCIALISTA DE LOS TRABAJADORES","38","UNIDAD","BUENOS AIRES","DIPUTADO NACIONAL TITULAR","QUELLE, PAUL EMANUEL","5"
"MOVIMIENTO SOCIALISTA DE LOS TRABAJADORES","38","UNIDAD","BUENOS AIRES","DIPUTADO NACIONAL TITULAR","RUSCONI, JOSE RAMON","6"
"MOVIMIENTO SOCIALISTA DE LOS TRABAJADORES","38","UNIDAD","BUENOS AIRES","DIPUTADO NACIONAL TITULAR","CARBONE, SILVINA ELSA","7"
"MOVIMIENTO SOCIALISTA DE LOS TRABAJADORES","38","UNIDAD","BUENOS AIRES","DIPUTADO NACIONAL TITULAR","LOPARDO, PABLO JAVIER","8"
"MOVIMIENTO SOCIALISTA DE LOS TRABAJADORES","38","UNIDAD","BUENOS AIRES","DIPUTADO NACIONAL TITULAR","PALACIOS, HECTOR ARALDO","9"
"MOVIMIENTO SOCIALISTA DE LOS TRABAJADORES","38","UNIDAD","BUENOS AIRES","DIPUTADO NACIONAL TITULAR","CASAL, LORENA ELIZABETH","10"
"MOVIMIENTO SOCIALISTA DE LOS TRABAJADORES","38","UNIDAD","BUENOS AIRES","DIPUTADO NACIONAL TITULAR","PONCE, JUAN PEDRO","11"
"MOVIMIENTO SOCIALISTA DE LOS TRABAJADORES","38","UNIDAD","BUENOS AIRES","DIPUTADO NACIONAL TITULAR","ESCOBAR, SERGIO ELOY","12"
"MOVIMIENTO SOCIALISTA DE LOS TRABAJADORES","38","UNIDAD","BUENOS AIRES","DIPUTADO NACIONAL TITULAR","IOPOLO, ANDREA SILVINA","13"
"MOVIMIENTO SOCIALISTA DE LOS TRABAJADORES","38","UNIDAD","BUENOS AIRES","DIPUTADO NACIONAL TITULAR","NUÑEZ, JORGE ANTONIO","14"
"MOVIMIENTO SOCIALISTA DE LOS TRABAJADORES","38","UNIDAD","BUENOS AIRES","DIPUTADO NACIONAL TITULAR","CURCIO, PABLO","15"
"MOVIMIENTO SOCIALISTA DE LOS TRABAJADORES","38","UNIDAD","BUENOS AIRES","DIPUTADO NACIONAL TITULAR","URRUTI, ANA MARIA","16"
"MOVIMIENTO SOCIALISTA DE LOS TRABAJADORES","38","UNIDAD","BUENOS AIRES","DIPUTADO NACIONAL TITULAR","AQUINO, JUAN LUIS","17"
"MOVIMIENTO SOCIALISTA DE LOS TRABAJADORES","38","UNIDAD","BUENOS AIRES","DIPUTADO NACIONAL TITULAR","ACUÑA, DOLORES RICARDO","18"
"MOVIMIENTO SOCIALISTA DE LOS TRABAJADORES","38","UNIDAD","BUENOS AIRES","DIPUTADO NACIONAL TITULAR","FERNANDEZ, TANIA JAZMIN","19"
"MOVIMIENTO SOCIALISTA DE LOS TRABAJADORES","38","UNIDAD","BUENOS AIRES","DIPUTADO NACIONAL TITULAR","GUTIERREZ, JUAN CARLOS","20"
"MOVIMIENTO SOCIALISTA DE LOS TRABAJADORES","38","UNIDAD","BUENOS AIRES","DIPUTADO NACIONAL TITULAR","CERRO, CARLOS FABIAN","21"
"MOVIMIENTO SOCIALISTA DE LOS TRABAJADORES","38","UNIDAD","BUENOS AIRES","DIPUTADO NACIONAL TITULAR","SULLE, MARIA LUISA","22"
"MOVIMIENTO SOCIALISTA DE LOS TRABAJADORES","38","UNIDAD","BUENOS AIRES","DIPUTADO NACIONAL TITULAR","MIÑARRO, ALFREDO VICTOR","23"
"MOVIMIENTO SOCIALISTA DE LOS TRABAJADORES","38","UNIDAD","BUENOS AIRES","DIPUTADO NACIONAL TITULAR","DRAGONE, JOSE LUIS","24"
"MOVIMIENTO SOCIALISTA DE LOS TRABAJADORES","38","UNIDAD","BUENOS AIRES","DIPUTADO NACIONAL TITULAR","TOBOADA, MAIRA SOLANGE","25"
"MOVIMIENTO SOCIALISTA DE LOS TRABAJADORES","38","UNIDAD","BUENOS AIRES","DIPUTADO NACIONAL TITULAR","KATZ, SERGIO ANIBAL","26"
"MOVIMIENTO SOCIALISTA DE LOS TRABAJADORES","38","UNIDAD","BUENOS AIRES","DIPUTADO NACIONAL TITULAR","CAMBRE, ROBERTO CLAUDIO","27"
"MOVIMIENTO SOCIALISTA DE LOS TRABAJADORES","38","UNIDAD","BUENOS AIRES","DIPUTADO NACIONAL TITULAR","CARRIZO, FATIMA ANA LORENA","28"
"MOVIMIENTO SOCIALISTA DE LOS TRABAJADORES","38","UNIDAD","BUENOS AIRES","DIPUTADO NACIONAL TITULAR","MIGUEZ, DIEGO OSCAR","29"
"MOVIMIENTO SOCIALISTA DE LOS TRABAJADORES","38","UNIDAD","BUENOS AIRES","DIPUTADO NACIONAL TITULAR","DEL LAGO, ALESSANDRA CATERINA","30"
"MOVIMIENTO SOCIALISTA DE LOS TRABAJADORES","38","UNIDAD","BUENOS AIRES","DIPUTADO NACIONAL TITULAR","PEREZ, TRANCITO FRANCISCO","31"
"MOVIMIENTO SOCIALISTA DE LOS TRABAJADORES","38","UNIDAD","BUENOS AIRES","DIPUTADO NACIONAL TITULAR","VARGAS, ANGELA MARTA","32"
"MOVIMIENTO SOCIALISTA DE LOS TRABAJADORES","38","UNIDAD","BUENOS AIRES","DIPUTADO NACIONAL TITULAR","ACEVEDO, JORGE NESTOR","33"
"MOVIMIENTO SOCIALISTA DE LOS TRABAJADORES","38","UNIDAD","BUENOS AIRES","DIPUTADO NACIONAL TITULAR","VILLAGRA, JORGELINA BEATRIZ","34"
"MOVIMIENTO SOCIALISTA DE LOS TRABAJADORES","38","UNIDAD","BUENOS AIRES","DIPUTADO NACIONAL TITULAR","VAZQUEZ, RODOLFO DAVID","35"
"MOVIMIENTO SOCIALISTA DE LOS TRABAJADORES","38","UNIDAD","BUENOS AIRES","DIPUTADO NACIONAL SUPLENTE","SAITTA, SALVADOR FRANCISCO","1"
"MOVIMIENTO SOCIALISTA DE LOS TRABAJADORES","38","UNIDAD","BUENOS AIRES","DIPUTADO NACIONAL SUPLENTE","LEIVA, ANA MARIA","2"
"MOVIMIENTO SOCIALISTA DE LOS TRABAJADORES","38","UNIDAD","BUENOS AIRES","DIPUTADO NACIONAL SUPLENTE","POLVORA, ADOLFO MANUEL","3"
"MOVIMIENTO SOCIALISTA DE LOS TRABAJADORES","38","UNIDAD","BUENOS AIRES","DIPUTADO NACIONAL SUPLENTE","BONDA, SANDRO JAVIER","4"
"MOVIMIENTO SOCIALISTA DE LOS TRABAJADORES","38","UNIDAD","BUENOS AIRES","DIPUTADO NACIONAL SUPLENTE","CARRICABURO, MONICA PATRICIA","5"
"MOVIMIENTO SOCIALISTA DE LOS TRABAJADORES","38","UNIDAD","BUENOS AIRES","DIPUTADO NACIONAL SUPLENTE","NIZ, CRISTIAN ROBERTO","6"
"MOVIMIENTO SOCIALISTA DE LOS TRABAJADORES","38","UNIDAD","BUENOS AIRES","DIPUTADO NACIONAL SUPLENTE","ZUGNONI, HECTOR SANTIAGO","7"
"MOVIMIENTO SOCIALISTA DE LOS TRABAJADORES","38","UNIDAD","BUENOS AIRES","DIPUTADO NACIONAL SUPLENTE","CUSILLIO, LILIANA ANDREA","8"
"MOVIMIENTO SOCIALISTA DE LOS TRABAJADORES","38","UNIDAD","BUENOS AIRES","DIPUTADO NACIONAL SUPLENTE","BUSTELO, HUMBERTO GERMAN","9"
"MOVIMIENTO SOCIALISTA DE LOS TRABAJADORES","38","UNIDAD","BUENOS AIRES","DIPUTADO NACIONAL SUPLENTE","PAREDES, ALEJANDRA KARINA","10"
"MOVIMIENTO SOCIALISTA DE LOS TRABAJADORES","38","UNIDAD","BUENOS AIRES","PARLAMENTARIO MERCOSUR DISTRITO REGIONAL TITULAR","DAMASSENO, MARIA","1"
"MOVIMIENTO SOCIALISTA DE LOS TRABAJADORES","38","UNIDAD","BUENOS AIRES","PARLAMENTARIO MERCOSUR DISTRITO REGIONAL SUPLENTE","BARBIERO, RAUL FRANCISCO","1"
"MOVIMIENTO SOCIALISTA DE LOS TRABAJADORES","38","UNIDAD","BUENOS AIRES","PARLAMENTARIO MERCOSUR DISTRITO REGIONAL SUPLENTE","URRUTIA, INGRID NATALI","2"
"ALIANZA COMPROMISO FEDERAL","501","ES POSIBLE","BUENOS AIRES","DIPUTADO NACIONAL TITULAR","MORALES, ADRIAN DANIEL","1"
"ALIANZA COMPROMISO FEDERAL","501","ES POSIBLE","BUENOS AIRES","DIPUTADO NACIONAL TITULAR","MURUA, JUAN CARLOS","2"
"ALIANZA COMPROMISO FEDERAL","501","ES POSIBLE","BUENOS AIRES","DIPUTADO NACIONAL TITULAR","CALDERON, LILIANA NORA","3"
